EventID,FunName,Location,Message
11,Taste of Sydney,Darling Harbour,You know that couch youre sitting on? Its not as comfortable as you think. Taste of Sydney at Darling Harbour is where the real action is. But you do you Join us on {EventTime}.
11,Taste of Sydney,Darling Harbour,"Skipping Taste of Sydney at Darling Harbour? Wow, thats bold. Guess your usual plans must be really groundbreaking. Join us on {EventTime}."
12,Snap & Stroll,Surry Hills,Youve been doing the same old thing all week. Are you really going to skip *real* fun at Surry Hills? Prove you have taste and join Snap & Stroll. Join us on {EventTime}.
12,Snap & Stroll,Surry Hills,Still stuck in your routine? How about experiencing something *actual* at Surry Hills? Or are you too comfy in your bad habits to join Snap & Stroll? Join us on {EventTime}.
12,Snap & Stroll,Surry Hills,"Surry Hills is hosting Snap & Stroll, but hey, if you prefer staying home, who am I to judge? (I totally am). Join us on {EventTime}."
12,Snap & Stroll,Surry Hills,You know that couch youre sitting on? Its not as comfortable as you think. Snap & Stroll at Surry Hills is where the real action is. But you do you Join us on {EventTime}.
12,Snap & Stroll,Surry Hills,"Skipping Snap & Stroll at Surry Hills? Wow, thats bold. Guess your usual plans must be really groundbreaking. Join us on {EventTime}."
13,Street Eats & Beats,Bondi Beach,Youve been doing the same old thing all week. Are you really going to skip *real* fun at Bondi Beach? Prove you have taste and join Street Eats & Beats. Join us on {EventTime}.
13,Street Eats & Beats,Bondi Beach,Still stuck in your routine? How about experiencing something *actual* at Bondi Beach? Or are you too comfy in your bad habits to join Street Eats & Beats? Join us on {EventTime}.
13,Street Eats & Beats,Bondi Beach,"Bondi Beach is hosting Street Eats & Beats, but hey, if you prefer staying home, who am I to judge? (I totally am). Join us on {EventTime}."
13,Street Eats & Beats,Bondi Beach,You know that couch youre sitting on? Its not as comfortable as you think. Street Eats & Beats at Bondi Beach is where the real action is. But you do you Join us on {EventTime}.
13,Street Eats & Beats,Bondi Beach,"Skipping Street Eats & Beats at Bondi Beach? Wow, thats bold. Guess your usual plans must be really groundbreaking. Join us on {EventTime}."
14,Mindful Moments,Pyrmont,Youve been doing the same old thing all week. Are you really going to skip *real* fun at Pyrmont? Prove you have taste and join Mindful Moments. Join us on {EventTime}.
14,Mindful Moments,Pyrmont,Still stuck in your routine? How about experiencing something *actual* at Pyrmont? Or are you too comfy in your bad habits to join Mindful Moments? Join us on {EventTime}.
14,Mindful Moments,Pyrmont,"Pyrmont is hosting Mindful Moments, but hey, if you prefer staying home, who am I to judge? (I totally am). Join us on {EventTime}."
14,Mindful Moments,Pyrmont,You know that couch youre sitting on? Its not as comfortable as you think. Mindful Moments at Pyrmont is where the real action is. But you do you Join us on {EventTime}.
14,Mindful Moments,Pyrmont,"Skipping Mindful Moments at Pyrmont? Wow, thats bold. Guess your usual plans must be really groundbreaking. Join us on {EventTime}."
15,Jazz & Jive,The Rocks,Youve been doing the same old thing all week. Are you really going to skip *real* fun at The Rocks? Prove you have taste and join Jazz & Jive. Join us on {EventTime}.
15,Jazz & Jive,The Rocks,Still stuck in your routine? How about experiencing something *actual* at The Rocks? Or are you too comfy in your bad habits to join Jazz & Jive? Join us on {EventTime}.
15,Jazz & Jive,The Rocks,"The Rocks is hosting Jazz & Jive, but hey, if you prefer staying home, who am I to judge? (I totally am). Join us on {EventTime}."
15,Jazz & Jive,The Rocks,You know that couch youre sitting on? Its not as comfortable as you think. Jazz & Jive at The Rocks is where the real action is. But you do you Join us on {EventTime}.
15,Jazz & Jive,The Rocks,"Skipping Jazz & Jive at The Rocks? Wow, thats bold. Guess your usual plans must be really groundbreaking. Join us on {EventTime}."
16,Sunset Soirée,Royal Botanic Garden,Youve been doing the same old thing all week. Are you really going to skip *real* fun at Royal Botanic Garden? Prove you have taste and join Sunset Soire. Join us on {EventTime}.
16,Sunset Soirée,Royal Botanic Garden,Still stuck in your routine? How about experiencing something *actual* at Royal Botanic Garden? Or are you too comfy in your bad habits to join Sunset Soire? Join us on {EventTime}.
16,Sunset Soirée,Royal Botanic Garden,"Royal Botanic Garden is hosting Sunset Soire, but hey, if you prefer staying home, who am I to judge? (I totally am). Join us on {EventTime}."
16,Sunset Soirée,Royal Botanic Garden,You know that couch youre sitting on? Its not as comfortable as you think. Sunset Soire at Royal Botanic Garden is where the real action is. But you do you Join us on {EventTime}.
16,Sunset Soirée,Royal Botanic Garden,"Skipping Sunset Soire at Royal Botanic Garden? Wow, thats bold. Guess your usual plans must be really groundbreaking. Join us on {EventTime}."
17,Laugh & Learn,Pyrmont,Youve been doing the same old thing all week. Are you really going to skip *real* fun at Pyrmont? Prove you have taste and join Laugh & Learn. Join us on {EventTime}.
17,Laugh & Learn,Pyrmont,Still stuck in your routine? How about experiencing something *actual* at Pyrmont? Or are you too comfy in your bad habits to join Laugh & Learn? Join us on {EventTime}.
17,Laugh & Learn,Pyrmont,"Pyrmont is hosting Laugh & Learn, but hey, if you prefer staying home, who am I to judge? (I totally am). Join us on {EventTime}."
17,Laugh & Learn,Pyrmont,You know that couch youre sitting on? Its not as comfortable as you think. Laugh & Learn at Pyrmont is where the real action is. But you do you Join us on {EventTime}.
17,Laugh & Learn,Pyrmont,"Skipping Laugh & Learn at Pyrmont? Wow, thats bold. Guess your usual plans must be really groundbreaking. Join us on {EventTime}."
18,Sunset Soirée,Barangaroo,Youve been doing the same old thing all week. Are you really going to skip *real* fun at Barangaroo? Prove you have taste and join Sunset Soire. Join us on {EventTime}.
18,Sunset Soirée,Barangaroo,Still stuck in your routine? How about experiencing something *actual* at Barangaroo? Or are you too comfy in your bad habits to join Sunset Soire? Join us on {EventTime}.
18,Sunset Soirée,Barangaroo,"Barangaroo is hosting Sunset Soire, but hey, if you prefer staying home, who am I to judge? (I totally am). Join us on {EventTime}."
18,Sunset Soirée,Barangaroo,You know that couch youre sitting on? Its not as comfortable as you think. Sunset Soire at Barangaroo is where the real action is. But you do you Join us on {EventTime}.
18,Sunset Soirée,Barangaroo,"Skipping Sunset Soire at Barangaroo? Wow, thats bold. Guess your usual plans must be really groundbreaking. Join us on {EventTime}."
19,Jazz & Jive,Barangaroo,Youve been doing the same old thing all week. Are you really going to skip *real* fun at Barangaroo? Prove you have taste and join Jazz & Jive. Join us on {EventTime}.
19,Jazz & Jive,Barangaroo,Still stuck in your routine? How about experiencing something *actual* at Barangaroo? Or are you too comfy in your bad habits to join Jazz & Jive? Join us on {EventTime}.
19,Jazz & Jive,Barangaroo,"Barangaroo is hosting Jazz & Jive, but hey, if you prefer staying home, who am I to judge? (I totally am). Join us on {EventTime}."
19,Jazz & Jive,Barangaroo,You know that couch youre sitting on? Its not as comfortable as you think. Jazz & Jive at Barangaroo is where the real action is. But you do you Join us on {EventTime}.
19,Jazz & Jive,Barangaroo,"Skipping Jazz & Jive at Barangaroo? Wow, thats bold. Guess your usual plans must be really groundbreaking. Join us on {EventTime}."
20,Jazz & Jive,Coogee,Youve been doing the same old thing all week. Are you really going to skip *real* fun at Coogee? Prove you have taste and join Jazz & Jive. Join us on {EventTime}.
20,Jazz & Jive,Coogee,Still stuck in your routine? How about experiencing something *actual* at Coogee? Or are you too comfy in your bad habits to join Jazz & Jive? Join us on {EventTime}.
20,Jazz & Jive,Coogee,"Coogee is hosting Jazz & Jive, but hey, if you prefer staying home, who am I to judge? (I totally am). Join us on {EventTime}."
20,Jazz & Jive,Coogee,You know that couch youre sitting on? Its not as comfortable as you think. Jazz & Jive at Coogee is where the real action is. But you do you Join us on {EventTime}.
20,Jazz & Jive,Coogee,"Skipping Jazz & Jive at Coogee? Wow, thats bold. Guess your usual plans must be really groundbreaking. Join us on {EventTime}."
21,Laugh & Learn,Newtown,Youve been doing the same old thing all week. Are you really going to skip *real* fun at Newtown? Prove you have taste and join Laugh & Learn. Join us on {EventTime}.
21,Laugh & Learn,Newtown,Still stuck in your routine? How about experiencing something *actual* at Newtown? Or are you too comfy in your bad habits to join Laugh & Learn? Join us on {EventTime}.
21,Laugh & Learn,Newtown,"Newtown is hosting Laugh & Learn, but hey, if you prefer staying home, who am I to judge? (I totally am). Join us on {EventTime}."
21,Laugh & Learn,Newtown,You know that couch youre sitting on? Its not as comfortable as you think. Laugh & Learn at Newtown is where the real action is. But you do you Join us on {EventTime}.
21,Laugh & Learn,Newtown,"Skipping Laugh & Learn at Newtown? Wow, thats bold. Guess your usual plans must be really groundbreaking. Join us on {EventTime}."
22,Jazz & Jive,Glebe,Youve been doing the same old thing all week. Are you really going to skip *real* fun at Glebe? Prove you have taste and join Jazz & Jive. Join us on {EventTime}.
22,Jazz & Jive,Glebe,Still stuck in your routine? How about experiencing something *actual* at Glebe? Or are you too comfy in your bad habits to join Jazz & Jive? Join us on {EventTime}.
22,Jazz & Jive,Glebe,"Glebe is hosting Jazz & Jive, but hey, if you prefer staying home, who am I to judge? (I totally am). Join us on {EventTime}."
22,Jazz & Jive,Glebe,You know that couch youre sitting on? Its not as comfortable as you think. Jazz & Jive at Glebe is where the real action is. But you do you Join us on {EventTime}.
22,Jazz & Jive,Glebe,"Skipping Jazz & Jive at Glebe? Wow, thats bold. Guess your usual plans must be really groundbreaking. Join us on {EventTime}."
23,Vintage Vibes,Balmain,Youve been doing the same old thing all week. Are you really going to skip *real* fun at Balmain? Prove you have taste and join Vintage Vibes. Join us on {EventTime}.
23,Vintage Vibes,Balmain,Still stuck in your routine? How about experiencing something *actual* at Balmain? Or are you too comfy in your bad habits to join Vintage Vibes? Join us on {EventTime}.
23,Vintage Vibes,Balmain,"Balmain is hosting Vintage Vibes, but hey, if you prefer staying home, who am I to judge? (I totally am). Join us on {EventTime}."
23,Vintage Vibes,Balmain,You know that couch youre sitting on? Its not as comfortable as you think. Vintage Vibes at Balmain is where the real action is. But you do you Join us on {EventTime}.
23,Vintage Vibes,Balmain,"Skipping Vintage Vibes at Balmain? Wow, thats bold. Guess your usual plans must be really groundbreaking. Join us on {EventTime}."
24,Creative Carnival,Paddington,Youve been doing the same old thing all week. Are you really going to skip *real* fun at Paddington? Prove you have taste and join Creative Carnival. Join us on {EventTime}.
24,Creative Carnival,Paddington,Still stuck in your routine? How about experiencing something *actual* at Paddington? Or are you too comfy in your bad habits to join Creative Carnival? Join us on {EventTime}.
24,Creative Carnival,Paddington,"Paddington is hosting Creative Carnival, but hey, if you prefer staying home, who am I to judge? (I totally am). Join us on {EventTime}."
24,Creative Carnival,Paddington,You know that couch youre sitting on? Its not as comfortable as you think. Creative Carnival at Paddington is where the real action is. But you do you Join us on {EventTime}.
24,Creative Carnival,Paddington,"Skipping Creative Carnival at Paddington? Wow, thats bold. Guess your usual plans must be really groundbreaking. Join us on {EventTime}."
25,Cultural Feast,Balmain,Youve been doing the same old thing all week. Are you really going to skip *real* fun at Balmain? Prove you have taste and join Cultural Feast. Join us on {EventTime}.
25,Cultural Feast,Balmain,Still stuck in your routine? How about experiencing something *actual* at Balmain? Or are you too comfy in your bad habits to join Cultural Feast? Join us on {EventTime}.
25,Cultural Feast,Balmain,"Balmain is hosting Cultural Feast, but hey, if you prefer staying home, who am I to judge? (I totally am). Join us on {EventTime}."
25,Cultural Feast,Balmain,You know that couch youre sitting on? Its not as comfortable as you think. Cultural Feast at Balmain is where the real action is. But you do you Join us on {EventTime}.
25,Cultural Feast,Balmain,"Skipping Cultural Feast at Balmain? Wow, thats bold. Guess your usual plans must be really groundbreaking. Join us on {EventTime}."
26,Jazz & Jive,Manly,Youve been doing the same old thing all week. Are you really going to skip *real* fun at Manly? Prove you have taste and join Jazz & Jive. Join us on {EventTime}.
26,Jazz & Jive,Manly,Still stuck in your routine? How about experiencing something *actual* at Manly? Or are you too comfy in your bad habits to join Jazz & Jive? Join us on {EventTime}.
26,Jazz & Jive,Manly,"Manly is hosting Jazz & Jive, but hey, if you prefer staying home, who am I to judge? (I totally am). Join us on {EventTime}."
26,Jazz & Jive,Manly,You know that couch youre sitting on? Its not as comfortable as you think. Jazz & Jive at Manly is where the real action is. But you do you Join us on {EventTime}.
26,Jazz & Jive,Manly,"Skipping Jazz & Jive at Manly? Wow, thats bold. Guess your usual plans must be really groundbreaking. Join us on {EventTime}."
27,Flicks & Food,Royal Botanic Garden,Youve been doing the same old thing all week. Are you really going to skip *real* fun at Royal Botanic Garden? Prove you have taste and join Flicks & Food. Join us on {EventTime}.
27,Flicks & Food,Royal Botanic Garden,Still stuck in your routine? How about experiencing something *actual* at Royal Botanic Garden? Or are you too comfy in your bad habits to join Flicks & Food? Join us on {EventTime}.
27,Flicks & Food,Royal Botanic Garden,"Royal Botanic Garden is hosting Flicks & Food, but hey, if you prefer staying home, who am I to judge? (I totally am). Join us on {EventTime}."
27,Flicks & Food,Royal Botanic Garden,You know that couch youre sitting on? Its not as comfortable as you think. Flicks & Food at Royal Botanic Garden is where the real action is. But you do you Join us on {EventTime}.
27,Flicks & Food,Royal Botanic Garden,"Skipping Flicks & Food at Royal Botanic Garden? Wow, thats bold. Guess your usual plans must be really groundbreaking. Join us on {EventTime}."
28,Eco-Explorer,Bondi Beach,Youve been doing the same old thing all week. Are you really going to skip *real* fun at Bondi Beach? Prove you have taste and join Eco-Explorer. Join us on {EventTime}.
28,Eco-Explorer,Bondi Beach,Still stuck in your routine? How about experiencing something *actual* at Bondi Beach? Or are you too comfy in your bad habits to join Eco-Explorer? Join us on {EventTime}.
28,Eco-Explorer,Bondi Beach,"Bondi Beach is hosting Eco-Explorer, but hey, if you prefer staying home, who am I to judge? (I totally am). Join us on {EventTime}."
28,Eco-Explorer,Bondi Beach,You know that couch youre sitting on? Its not as comfortable as you think. Eco-Explorer at Bondi Beach is where the real action is. But you do you Join us on {EventTime}.
28,Eco-Explorer,Bondi Beach,"Skipping Eco-Explorer at Bondi Beach? Wow, thats bold. Guess your usual plans must be really groundbreaking. Join us on {EventTime}."
29,DIY Decor,Darling Harbour,Youve been doing the same old thing all week. Are you really going to skip *real* fun at Darling Harbour? Prove you have taste and join DIY Decor. Join us on {EventTime}.
29,DIY Decor,Darling Harbour,Still stuck in your routine? How about experiencing something *actual* at Darling Harbour? Or are you too comfy in your bad habits to join DIY Decor? Join us on {EventTime}.
29,DIY Decor,Darling Harbour,"Darling Harbour is hosting DIY Decor, but hey, if you prefer staying home, who am I to judge? (I totally am). Join us on {EventTime}."
29,DIY Decor,Darling Harbour,You know that couch youre sitting on? Its not as comfortable as you think. DIY Decor at Darling Harbour is where the real action is. But you do you Join us on {EventTime}.
29,DIY Decor,Darling Harbour,"Skipping DIY Decor at Darling Harbour? Wow, thats bold. Guess your usual plans must be really groundbreaking. Join us on {EventTime}."
30,Chill & Grill,Balmain,Youve been doing the same old thing all week. Are you really going to skip *real* fun at Balmain? Prove you have taste and join Chill & Grill. Join us on {EventTime}.
30,Chill & Grill,Balmain,Still stuck in your routine? How about experiencing something *actual* at Balmain? Or are you too comfy in your bad habits to join Chill & Grill? Join us on {EventTime}.
30,Chill & Grill,Balmain,"Balmain is hosting Chill & Grill, but hey, if you prefer staying home, who am I to judge? (I totally am). Join us on {EventTime}."
30,Chill & Grill,Balmain,You know that couch youre sitting on? Its not as comfortable as you think. Chill & Grill at Balmain is where the real action is. But you do you Join us on {EventTime}.
30,Chill & Grill,Balmain,"Skipping Chill & Grill at Balmain? Wow, thats bold. Guess your usual plans must be really groundbreaking. Join us on {EventTime}."
31,Jazz & Jive,Chippendale,Youve been doing the same old thing all week. Are you really going to skip *real* fun at Chippendale? Prove you have taste and join Jazz & Jive. Join us on {EventTime}.
31,Jazz & Jive,Chippendale,Still stuck in your routine? How about experiencing something *actual* at Chippendale? Or are you too comfy in your bad habits to join Jazz & Jive? Join us on {EventTime}.
31,Jazz & Jive,Chippendale,"Chippendale is hosting Jazz & Jive, but hey, if you prefer staying home, who am I to judge? (I totally am). Join us on {EventTime}."
31,Jazz & Jive,Chippendale,You know that couch youre sitting on? Its not as comfortable as you think. Jazz & Jive at Chippendale is where the real action is. But you do you Join us on {EventTime}.
31,Jazz & Jive,Chippendale,"Skipping Jazz & Jive at Chippendale? Wow, thats bold. Guess your usual plans must be really groundbreaking. Join us on {EventTime}."
32,Write On!,Chippendale,Youve been doing the same old thing all week. Are you really going to skip *real* fun at Chippendale? Prove you have taste and join Write On!. Join us on {EventTime}.
32,Write On!,Chippendale,Still stuck in your routine? How about experiencing something *actual* at Chippendale? Or are you too comfy in your bad habits to join Write On!? Join us on {EventTime}.
32,Write On!,Chippendale,"Chippendale is hosting Write On!, but hey, if you prefer staying home, who am I to judge? (I totally am). Join us on {EventTime}."
32,Write On!,Chippendale,You know that couch youre sitting on? Its not as comfortable as you think. Write On! at Chippendale is where the real action is. But you do you Join us on {EventTime}.
32,Write On!,Chippendale,"Skipping Write On! at Chippendale? Wow, thats bold. Guess your usual plans must be really groundbreaking. Join us on {EventTime}."
33,Chill & Grill,Royal Botanic Garden,Youve been doing the same old thing all week. Are you really going to skip *real* fun at Royal Botanic Garden? Prove you have taste and join Chill & Grill. Join us on {EventTime}.
33,Chill & Grill,Royal Botanic Garden,Still stuck in your routine? How about experiencing something *actual* at Royal Botanic Garden? Or are you too comfy in your bad habits to join Chill & Grill? Join us on {EventTime}.
33,Chill & Grill,Royal Botanic Garden,"Royal Botanic Garden is hosting Chill & Grill, but hey, if you prefer staying home, who am I to judge? (I totally am). Join us on {EventTime}."
33,Chill & Grill,Royal Botanic Garden,You know that couch youre sitting on? Its not as comfortable as you think. Chill & Grill at Royal Botanic Garden is where the real action is. But you do you Join us on {EventTime}.
33,Chill & Grill,Royal Botanic Garden,"Skipping Chill & Grill at Royal Botanic Garden? Wow, thats bold. Guess your usual plans must be really groundbreaking. Join us on {EventTime}."
34,Jazz & Jive,Paddington,Youve been doing the same old thing all week. Are you really going to skip *real* fun at Paddington? Prove you have taste and join Jazz & Jive. Join us on {EventTime}.
34,Jazz & Jive,Paddington,Still stuck in your routine? How about experiencing something *actual* at Paddington? Or are you too comfy in your bad habits to join Jazz & Jive? Join us on {EventTime}.
34,Jazz & Jive,Paddington,"Paddington is hosting Jazz & Jive, but hey, if you prefer staying home, who am I to judge? (I totally am). Join us on {EventTime}."
34,Jazz & Jive,Paddington,You know that couch youre sitting on? Its not as comfortable as you think. Jazz & Jive at Paddington is where the real action is. But you do you Join us on {EventTime}.
34,Jazz & Jive,Paddington,"Skipping Jazz & Jive at Paddington? Wow, thats bold. Guess your usual plans must be really groundbreaking. Join us on {EventTime}."
35,Thrill Seeker's Delight,Manly,Youve been doing the same old thing all week. Are you really going to skip *real* fun at Manly? Prove you have taste and join Thrill Seeker's Delight. Join us on {EventTime}.
35,Thrill Seeker's Delight,Manly,Still stuck in your routine? How about experiencing something *actual* at Manly? Or are you too comfy in your bad habits to join Thrill Seeker's Delight? Join us on {EventTime}.
35,Thrill Seeker's Delight,Manly,"Manly is hosting Thrill Seeker's Delight, but hey, if you prefer staying home, who am I to judge? (I totally am). Join us on {EventTime}."
35,Thrill Seeker's Delight,Manly,You know that couch youre sitting on? Its not as comfortable as you think. Thrill Seeker's Delight at Manly is where the real action is. But you do you Join us on {EventTime}.
35,Thrill Seeker's Delight,Manly,"Skipping Thrill Seeker's Delight at Manly? Wow, thats bold. Guess your usual plans must be really groundbreaking. Join us on {EventTime}."
36,Laugh & Learn,Barangaroo,Youve been doing the same old thing all week. Are you really going to skip *real* fun at Barangaroo? Prove you have taste and join Laugh & Learn. Join us on {EventTime}.
36,Laugh & Learn,Barangaroo,Still stuck in your routine? How about experiencing something *actual* at Barangaroo? Or are you too comfy in your bad habits to join Laugh & Learn? Join us on {EventTime}.
36,Laugh & Learn,Barangaroo,"Barangaroo is hosting Laugh & Learn, but hey, if you prefer staying home, who am I to judge? (I totally am). Join us on {EventTime}."
